Militaire eenheid,2024-01-01,2024-02-01,2024-03-01,2024-04-01,2024-05-01,2024-06-01,2024-07-01,Gemiddelde beweging (km)
"БАРС-11 /// 11th squad BARS
","47.2004098, 36.1893656","47.2004098, 36.1893656","47.2004098, 36.1893656",,,,,0.0
85-та окрема мотострілецька бригада /// 85th separate motorized rifle brigade ,,,,,"48.5255173, 37.9857196","48.5255173, 37.9857196","48.5255173, 37.9857196",0.0
83-я окрема гвардійська десантно-штурмова бригада///83rd Separate Guards Air Assault Brigade,"46.7260672, 36.3492214","46.7260672, 36.3492214","46.7260672, 36.3492214",,,,,0.0
82-й окремий гвардійський мотострілковий батальйон /// 82nd Detached Guards Motorized Rifle Battalion ,,,,"46.826183, 29.470501","46.826183, 29.470501","46.826183, 29.470501","46.826183, 29.470501",0.0
82-й окремий гвардійський мотострілковий батальйон /// 82nd Detached Guards Motorized Rifle Battalion,"46.826183, 29.470501","46.826183, 29.470501","46.826183, 29.470501",,,,,0.0
81-й самохідний артилерійський полк  /// 81th self-propelled artillery regiment ,,,,"46.7143212, 33.1577509","46.7143212, 33.1577509","46.7143212, 33.1577509","46.7143212, 33.1577509",0.0
"81-й самохідний артилерійський полк  /// 81th self-propelled artillery regiment
",,,"46.7143212, 33.1577509",,,,,0.0
100-й окремий розвідувальний батальйон /// 100th separate reconnaissance battalion ,,,,"47.4471161, 36.0035442","47.4471161, 36.0035442","47.4471161, 36.0035442","47.4471161, 36.0035442",0.0
78-й мотострілецький полк ім. Ахмат-Хаджи Кадирова /// 78th motorized rifle regiment ,,,,"47.379702, 35.7955616","47.379702, 35.7955616","47.379702, 35.7955616","47.379702, 35.7955616",0.0
78-й мотострілецький полк ім. Ахмат-Хаджи Кадирова /// 78th motorized rifle regiment,"47.379702, 35.7955616","47.379702, 35.7955616","47.379702, 35.7955616",,,,,0.0
752-й мотострілецький полк ///752nd motorized rifle regiment ,,,,"49.3607861, 37.9765935","49.3607861, 37.9765935","49.3607861, 37.9765935","49.3607861, 37.9765935",0.0
"752-й мотострілецький полк ///752nd motorized rifle regiment
",,"49.2242034, 38.0569158","49.2242034, 38.0569158",,,,,0.0
744-й самохідний артилерійський полк (зі складу 47 тд) /// 744th self-propelled artillery regiment (from the composition of 47 TD) ,,,,"49.6651718, 37.9393113","49.6651718, 37.9393113","49.6651718, 37.9393113","49.6651718, 37.9393113",0.0
9-й мотострілецький полк зі складу 18-ї МСД /// 9th motorized rifle regiment under the 18th MRD,"48.6562599, 37.9968063","48.6562599, 37.9968063","48.6562599, 37.9968063",,,,,0.0
88-га окрема мотострілецька бригада /// 88th separate motorized rifle brigade ,,,,"48.5047843, 37.9892485","48.5047843, 37.9892485","48.5047843, 37.9892485","48.5047843, 37.9892485",0.0
7-ма десантно штурмова дивізія /// 7th Airborne Assault Division ,,,,"47.3221302, 35.6115315","47.3221302, 35.6115315","47.3221302, 35.6115315","47.3221302, 35.6115315",0.0
7-ма десантно штурмова дивізія /// 7th Airborne Assault Division,"47.3221302, 35.6115315","47.3221302, 35.6115315","47.3221302, 35.6115315",,,,,0.0
7-ма військова база (Абхазія) ////7th Military Base (Abkhazia) ,,,,"48.5184652, 37.9952848","48.5184652, 37.9952848","48.5184652, 37.9952848","48.5184652, 37.9952848",0.0
7-й окремий розвідувальний батальйон зі складу 47-ї ТД/// 7th separate reconnaissance battalion  from the 47th TD ,,,,"49.0111001, 38.1513187","49.0111001, 38.1513187","49.0111001, 38.1513187","49.0111001, 38.1513187",0.0
70-й мотострілецький полк (в/ч 71718) /// 70th motorized rifle regiment ,,,,"47.4074157, 35.8418784","47.4074157, 35.8418784","47.4074157, 35.8418784","47.4074157, 35.8418784",0.0
7-й мотострілковий полк /// 7th motorized rifle regiment,,,"49.0050741, 38.1295027",,,,,0.0
7-й мотострілецький полк /// 7th Motor Rifle Regiment  ,,,,"49.7757955, 37.753811","49.7757955, 37.753811","49.7757955, 37.753811","49.7757955, 37.753811",0.0
"7-й мотострілецький полк /// 7th Motor Rifle Regiment
",,,"49.663369, 37.9345669",,,,,0.0
"7-а дршбр ""святой георгій"" /// 7st Air Assault Brigade ""saint heorhiy""",,,,"48.6077232, 37.9087719","48.6077232, 37.9087719","48.6077232, 37.9087719","48.6077232, 37.9087719",0.0
69-та окрема мотострілецька бригада /// 69th Separate Motorized Rifle Brigade ,,,,"47.5624737, 36.111335","47.5624737, 36.111335","47.5624737, 36.111335","47.5624737, 36.111335",0.0
"80-й окремий розвідувальний батальйон ""Спарта"" імені Пєтуха Смаженого /// The 80th separate intelligence battalion ""Sparta"" named Fried Cock ",,,,"48.1046472, 37.6308832","48.1046472, 37.6308832","48.1046472, 37.6308832","48.1046472, 37.6308832",0.0
"80-й окремий розвідувальний батальйон ""Спарта"" імені Пєтуха Смаженого /// The 80th separate intelligence battalion ""Sparta"" named Fried Cock","48.1046472, 37.6308832","48.1046472, 37.6308832","48.1046472, 37.6308832",,,,,0.0
79-й гвардійський мотострілковий полк///79th Guards Motorized Rifle Regiment ,,,,"49.8827767, 37.9143729","49.8827767, 37.9143729","49.8827767, 37.9143729","49.8827767, 37.9143729",0.0
6-й окремий мотострілецький полк (ЛНР) ///6th Separate Motorized Rifle Regiment (LNR),"48.693, 38.0750241","48.693, 38.0750241","48.693, 38.0750241",,,,,0.0
59-й танковий полк (зі складу 144 мсд)///59th tank regiment (from the composition of 144 MRD) ,,,,"49.1926566, 38.117422","49.1926566, 38.117422","49.1926566, 38.117422","49.1926566, 38.117422",0.0
59-й танковий полк (зі складу 144 мсд)///59th tank regiment (from the composition of 144 MRD),"49.1926566, 38.117422","49.1926566, 38.117422","49.1926566, 38.117422",,,,,0.0
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","48.705179, 37.9922329","48.705179, 37.9922329","48.705179, 37.9922329",,,,,0.0
"Полк «Башкортостан» /// ""Bashkortostan"" regiment","46.9214137, 36.8028315","46.9214137, 36.8028315","46.9214137, 36.8028315",,,,,0.0
Окремий штурмовий батальйон «Сомалі» /// Somalia Battalion  ,,,,"48.0985004, 37.677701","48.0985004, 37.677701","48.0985004, 37.677701","48.0985004, 37.677701",0.0
Частково 111-й окремий стрілецький полк /// Part 111th separate rifle regiment,"48.041801, 37.699761","48.041801, 37.699761","48.041801, 37.699761",,,,,0.0
"Підрозділ росгвардії «Ахмат-Південь» /// Rosguard unit ""Akhmat-South"" ",,,,"47.5122827, 34.5865599","47.5122827, 34.5865599","47.5122827, 34.5865599","47.5122827, 34.5865599",0.0
"Підрозділ росгвардії «Ахмат-Південь» /// Rosguard unit ""Akhmat-South""","47.5122827, 34.5865599","47.5122827, 34.5865599","47.5122827, 34.5865599",,,,,0.0
"Підрозділ росгвардії «Ахмат» /// Rosguard unit ""Akhmat"" ",,,,"48.471055, 37.9641165","48.471055, 37.9641165","48.471055, 37.9641165","48.471055, 37.9641165",0.0
"Підрозділ росгвардії «Ахмат» /// Rosguard unit ""Akhmat""
","48.471055, 37.9641165","48.471055, 37.9641165","48.471055, 37.9641165",,,,,0.0
"9-ма окрема мотострілецька бригада ///9th separate motorized rifle brigade 
",,,"48.0620982, 37.6823764",,,,,0.0
9-й мотострілецький полк зі складу 18-ї МСД /// 9th motorized rifle regiment under the 18th MRD ,,,,"48.6562599, 37.9968063","48.6562599, 37.9968063","48.6562599, 37.9968063","48.6562599, 37.9968063",0.0
"Окрема десантно-штурмова бригада ""Вітірани"" /// Air Assault Brigade ""Vitirany""",,,"48.1137082, 37.766238",,,,,0.0
Добровольчий штурмовий корпус /// Volunteer assault corps ,,,,"48.6363874, 37.9552289","48.6363874, 37.9552289","48.6363874, 37.9552289","48.6363874, 37.9552289",0.0
58-та батальйон спеціального призначення /// 58th Separate Special Purpose Battalion ,,,,"48.5939597, 37.9358456","48.5939597, 37.9358456","48.5939597, 37.9358456","48.5939597, 37.9358456",0.0
57-ма окрема мотострілецька бригада /// 57th separate motorized rifle brigade ,,,,"47.6369549, 36.9405915","47.6369549, 36.9405915","47.6369549, 36.9405915","47.6369549, 36.9405915",0.0
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","47.7043447, 36.6784228","47.7043447, 36.6784228","47.7043447, 36.6784228",,,,,0.0
71-й гвардійський мотострілецький полк /// 71st Guards Motorized Rifle Regiment,"47.4190867, 35.8264522","47.4190867, 35.8264522","47.4190867, 35.8264522",,,,,0.0
70-й мотострілецький полк ///70-th motorized rifle regiment,"46.7089387, 33.1222273",,,,,,,0.0
"503-й мотострілецький полк
 /// 503rd Motorized Rifle Regiment","47.4997918, 35.6898788","47.4997918, 35.6898788","47.4997918, 35.6898788",,,,,0.0
5-та окрема танкова бригада (в/ч 46108) /// 5th separate tank brigade,"47.646055, 36.989959","47.646055, 36.989959","47.646055, 36.989959",,,,,0.0
"5-та окрема мотострілецька бригада «Оплот»///5th separate motorized rifle brigade ""Oplot"" ",,,,"47.9842229, 37.5277885","47.9842229, 37.5277885","47.9842229, 37.5277885","47.9842229, 37.5277885",0.0
47-ма танкова дивізія///47th tank division ,,,,"49.6237022, 38.0325726","49.6237022, 38.0325726","49.6237022, 38.0325726","49.6237022, 38.0325726",0.0
47-ма танкова дивізія///47th tank division,"49.6237022, 38.0325726","49.6237022, 38.0325726","49.6237022, 38.0325726",,,,,0.0
45-та окрема бригада спеціального призначення /// 45th Guards Spetsnaz Brigade ,,,,"47.4754176, 35.4386095","47.4754176, 35.4386095","47.4754176, 35.4386095","47.4754176, 35.4386095",0.0
7-ма окрема мотострілецька бригада /// 7th separate motorized rifle brigade ,,,,"48.9238155, 38.2966442","48.9238155, 38.2966442","48.9238155, 38.2966442","48.9238155, 38.2966442",0.0
69-та окрема мотострілецька бригада /// 69th Separate Motorized Rifle Brigade ,"47.5624737, 36.111335","47.5624737, 36.111335","47.5624737, 36.111335",,,,,0.0
"64-та окрема мотострілецька бригада /// 64th Separate Motorized Rifle Brigade
","47.5772985, 36.2514076","47.5772985, 36.2514076","47.5772985, 36.2514076",,,,,0.0
"60-та окрема мотострілецька бригада /// 60th Separate Motorized Rifle Brigade
","47.7226593, 36.8005522","47.7226593, 36.8005522","47.7226593, 36.8005522",,,,,0.0
"60 окремий мотострілецький батальйон ""Вітірани"" /// 60 separate motorized rifle battalion ""Vitirany""","48.6337522, 38.1328928","48.6337522, 38.1328928",,,,,,0.0
6-та окрема мотострілецька бригада /// 6th Separate Guards Motor Rifle Brigade ,,,,"48.8706423, 38.2534669","48.8706423, 38.2534669","48.8706423, 38.2534669","48.8706423, 38.2534669",0.0
6-й окремий мотострілецький полк (ЛНР) ///6th Separate Motorized Rifle Regiment (LNR) ,,,,"48.693, 38.0750241","48.693, 38.0750241","48.693, 38.0750241","48.693, 38.0750241",0.0
51-й парашутно-десантний полк зі складу 106-ї ПДД /// 51th Guards Airborne Regiment rom the 106th Airborne Division  ,,,,"48.7259377, 38.0964357","48.7259377, 38.0964357","48.7259377, 38.0964357","48.7259377, 38.0964357",0.0
"Полк «Башкортостан» /// ""Bashkortostan"" regiment ",,,,"46.9214137, 36.8028315","46.9214137, 36.8028315","46.9214137, 36.8028315","46.9214137, 36.8028315",0.0
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","47.7348026, 37.2737004","47.7348026, 37.2737004","47.7348026, 37.2737004",,,,,0.0
57-й мотострілецький полк /// 57th Motor Rifle Regiment ,,,,"48.5528101, 37.9756801","48.5528101, 37.9756801","48.5528101, 37.9756801","48.5528101, 37.9756801",0.0
56-й парашутно-десантний полк /// 56th Air Assault Regiment,"47.4874913, 35.9757571","47.4874913, 35.9757571","47.4874913, 35.9757571",,,,,0.0
417-й окремий розвідувальний батальйон /// 417th separate reconnaissance battalion,"47.4213552, 36.0053894","47.4213552, 36.0053894","47.4213552, 36.0053894",,,,,0.0
40-ва окрема бригада морської піхоти /// 40th Naval Infantry Brigade,"47.7218567, 37.1439764","47.7218567, 37.1439764","47.7218567, 37.1439764",,,,,0.0
4-а окрема мотострілецька бригада (ЛНР) /// 4th Separate Motorized Rifle Brigade ,,,,"48.5949586, 37.9591555","48.5949586, 37.9591555","48.5949586, 37.9591555","48.5949586, 37.9591555",0.0
Окремий штурмовий батальйон «Сомалі» /// Somalia Battalion,"48.0985004, 37.677701","48.0985004, 37.677701","48.0985004, 37.677701",,,,,0.0
Окремий штурмовий батальйон «П'ятнашка» /// Piatnashka Battalion,"48.052507, 37.637531","48.052507, 37.637531","48.052507, 37.637531",,,,,0.0
"Окрема десантно-штурмова бригада ""Вітірани"" /// Air Assault Brigade ""Vitirany"" ",,,,"48.1137082, 37.766238","48.1137082, 37.766238","48.1137082, 37.766238","48.1137082, 37.766238",0.0
БАРС-13 /// 13nd squad BARS ,,,,"48.5936996, 38.0240307","48.5936996, 38.0240307","48.5936996, 38.0240307","48.5936996, 38.0240307",0.0
БАРС-13 /// 13nd squad BARS,"48.5723503, 37.9872953","48.5723503, 37.9872953","48.5723503, 37.9872953",,,,,0.0
51-й мотострілецький полк/// 51st motorized rifle regiment ,,,,"48.7874535, 38.2793011","48.7874535, 38.2793011","48.7874535, 38.2793011","48.7874535, 38.2793011",0.0
"51-й мотострілецький полк/// 51st motorized rifle regiment
",,"48.7874535, 38.2793011","48.7874535, 38.2793011",,,,,0.0
"503-й мотострілецький полк
 /// 503rd Motorized Rifle Regiment ",,,,"47.4997918, 35.6898788","47.4997918, 35.6898788","47.4997918, 35.6898788","47.4997918, 35.6898788",0.0
"5-та окрема мотострілецька бригада «Оплот»///5th separate motorized rifle brigade ""Oplot""","47.9520401, 37.5107935","47.9520401, 37.5107935","47.9520401, 37.5107935",,,,,0.0
5-й загін БАРС /// 5nd squad BARS ,,,,"49.473927, 37.969827","49.473927, 37.969827","49.473927, 37.969827","49.473927, 37.969827",0.0
5-й загін БАРС /// 5nd squad BARS,"49.473927, 37.969827","49.473927, 37.969827","49.473927, 37.969827",,,,,0.0
488-й мотострілецький полк (зі складу 144 мсд) /// 488th Motor Rifle Regiment (from the composition of 144 MRD),"49.0822349, 38.0689108","49.0822349, 38.0689108","49.0822349, 38.0689108",,,,,0.0
36-та окрема мотострілецька бригада (в/ч 41659) /// 36th Separate Guards Motor Rifle Brigade ,,,,"47.7607256, 37.3100012","47.7607256, 37.3100012","47.7607256, 37.3100012","47.7607256, 37.3100012",0.0
35-та окрема мотострілецька бригада (в/ч 41659) /// 35th Separate Guards Motor Rifle Brigade,"48.0953583, 37.6824354","48.0953583, 37.6824354","48.0953583, 37.6824354",,,,,0.0
45-та окрема бригада спеціального призначення /// 45th Guards Spetsnaz Brigade,"47.4754176, 35.4386095","47.4754176, 35.4386095","47.4754176, 35.4386095",,,,,0.0
45-й інженерно-саперний полк ///45th Engineer battalion ,,,,"49.9710686, 37.8774328","49.9710686, 37.8774328","49.9710686, 37.8774328","49.9710686, 37.8774328",0.0
"45-й інженерно-саперний полк ///45th Engineer battalion
","49.9710686, 37.8774328","49.9710686, 37.8774328","49.9710686, 37.8774328",,,,,0.0
439-та гвардійська ракетно-артилерійська бригада /// 439th Guards Rocket Artillery Brigade ,,,,"46.3340967, 32.3252684","46.3340967, 32.3252684","46.3340967, 32.3252684","46.3340967, 32.3252684",0.0
439-а гвардійська ракетно-артилерійська бригада /// 439th Guards Rocket Artillery Brigade,"46.3340967, 32.3252684","46.3340967, 32.3252684","46.3340967, 32.3252684",,,,,0.0
"429-й мотострілецький полк
 /// 429th Motorized Rifle Regiment ",,,,"47.5058706, 35.3784568","47.5058706, 35.3784568","47.5058706, 35.3784568","47.5058706, 35.3784568",0.0
"429-й мотострілецький полк
 /// 429th Motorized Rifle Regiment","47.5058706, 35.3784568","47.5058706, 35.3784568","47.5058706, 35.3784568",,,,,0.0
345-й мотострілецький полк /// 345th Motor Rifle Regiment ,,,,,,"50.2616202, 36.5088815","50.2616202, 36.5088815",0.0
345-й десантно-штурмовий полк /// 345th Airborne Assault Regiment ,,,,"46.7388245, 33.2057353","46.7388245, 33.2057353","46.7388245, 33.2057353","46.7388245, 33.2057353",0.0
"345-й десантно-штурмовий полк /// 345th Airborne Assault Regiment
","46.7388245, 33.2057353","46.7388245, 33.2057353","46.7388245, 33.2057353",,,,,0.0
"шойгісти ""шторм-z"" /// shoigists ""storm-z""
","46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913",,,,,0.0
"428-й мотострілецький полк
 /// 428th Motorized Rifle Regiment ",,,,"48.1303768, 37.6055395","48.1303768, 37.6055395","48.1303768, 37.6055395","48.1303768, 37.6055395",0.0
423-й мотострілецький полк (в/ч 91701) /// 423rd Guards Yampolsky Motor Rifle Regiment ,,,,"49.386881, 38.040229","49.386881, 38.040229","49.386881, 38.040229","49.386881, 38.040229",0.0
423-й мотострілецький полк (в/ч 91701) /// 423rd Guards Yampolsky Motor Rifle Regiment,"49.386881, 38.040229","49.386881, 38.040229","49.386881, 38.040229",,,,,0.0
417-й окремий розвідувальний батальйон /// 417th separate reconnaissance battalion ,,,,"47.4213552, 36.0053894","47.4213552, 36.0053894","47.4213552, 36.0053894","47.4213552, 36.0053894",0.0
33-й гвардійський мотострілецький полк /// 33rd Guards Motorized Rifle Regiment ,,,,"47.8655806, 37.5464399","47.8655806, 37.5464399","47.8655806, 37.5464399","47.8655806, 37.5464399",0.0
31-ша окрема десантно-штурмова бригада (в/ч 73612) /// 31st Guards Air Assault Brigade ,,,,"54.4460946, 48.2390137","54.4460946, 48.2390137","54.4460946, 48.2390137","54.4460946, 48.2390137",0.0
31-ша окрема десантно-штурмова бригада (в/ч 73612) /// 31st Guards Air Assault Brigade,"54.4460946, 48.2390137","54.4460946, 48.2390137","54.4460946, 48.2390137",,,,,0.0
"394-й мотострілецький полк
 /// 394th Motorized Rifle Regiment","47.7479028, 36.7327688","47.7479028, 36.7327688","47.7479028, 36.7327688",,,,,0.0
385-та артилерійська бригада /// 385th Artillery Brigade ,,,,"48.9155824, 38.3949006","48.9155824, 38.3949006","48.9155824, 38.3949006","48.9155824, 38.3949006",0.0
385-та артилерійська бригада /// 385th Artillery Brigade,"48.9155824, 38.3949006","48.9155824, 38.3949006","48.9155824, 38.3949006",,,,,0.0
385-й мотострілецький полк /// 385th  Motorized Rifle Regiment ,,,,"46.673229, 32.9043816","46.673229, 32.9043816","46.673229, 32.9043816","46.673229, 32.9043816",0.0
9-та артилерійська бригада///9th Guards Artillery Brigade ,,,,"49.8557812, 37.7722369","49.8557812, 37.7722369","49.8557812, 37.7722369","49.8557812, 37.7722369",0.0
"9-та артилерійська бригада///9th Guards Artillery Brigade
","49.8557812, 37.7722369","49.8557812, 37.7722369","49.8557812, 37.7722369",,,,,0.0
87-й стрілецький полк /// 87th Rifle Regiment  ,,,,"48.0983598, 37.7793408","48.0983598, 37.7793408","48.0983598, 37.7793408","48.0983598, 37.7793408",0.0
87-й стрілецький полк /// 87th Rifle Regiment,"48.0983598, 37.7793408","48.0983598, 37.7793408","48.0983598, 37.7793408",,,,,0.0
856-й самохідний артилерійський полк (зі складу 144 мсд) /// 856th self-propelled artillery regiment (from the composition of 144 MRD) ,,,,"49.1446204, 38.2664232","49.1446204, 38.2664232","49.1446204, 38.2664232","49.1446204, 38.2664232",0.0
856-й самохідний артилерійський полк (зі складу 144 мсд) /// 856th self-propelled artillery regiment (from the composition of 144 MRD),"49.1446204, 38.2664232","49.1446204, 38.2664232","49.1446204, 38.2664232",,,,,0.0
Добровольчий штурмовий корпус /// Volunteer assault corps,"48.6363874, 37.9552289","48.6363874, 37.9552289","48.6363874, 37.9552289",,,,,0.0
"Добровольча розвідувально-штурмова бригада ""александр нєвскій"" /// Voluntary reconnaissance and assault brigade ""Alexander Nevsky"" ",,,,,,"50.3293461, 36.9251475","50.3293461, 36.9251475",0.0
БАРС-7 /// 7nd squad BARS ,,,,"48.9778451, 38.2759827","48.9778451, 38.2759827","48.9778451, 38.2759827","48.9778451, 38.2759827",0.0
БАРС-4 /// 4th squad BARS ,,,,"46.6985142, 33.1571073","46.6985142, 33.1571073","46.6985142, 33.1571073","46.6985142, 33.1571073",0.0
"БАРС-4 /// 4th squad BARS
","46.6985142, 33.1571073","46.6985142, 33.1571073","46.6985142, 33.1571073",,,,,0.0
БАРС-3 /// 3rd squad BARS ,,,,"47.2072468, 36.1675519","47.2072468, 36.1675519","47.2072468, 36.1675519","47.2072468, 36.1675519",0.0
109-й стрілецький полк ДНР /// 109th Rifle Regiment DPR,"48.2232086, 37.7871634","48.2232086, 37.7871634","48.2232086, 37.7871634",,,,,0.0
108-й десантно-штурмовий полк /// 108th Airborne Assault Regiment ,,,,"47.4524226, 35.9688521","47.4524226, 35.9688521","47.4524226, 35.9688521","47.4524226, 35.9688521",0.0
26-й танковий полк зі складу 47-ї ТД /// 26th Tank Regiment from the 47th TD,,,"49.0064593, 38.1771868",,,,,0.0
26-й мотострілецький полк ///26-th motorized rifle regiment ,,,,"46.7027735, 33.0666745","46.7027735, 33.0666745","46.7027735, 33.0666745","46.7027735, 33.0666745",0.0
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.705179, 37.9922329","48.705179, 37.9922329","48.705179, 37.9922329","48.705179, 37.9922329",0.0
"шойгісти ""шторм-z"" /// shoigists ""storm-z"" ",,,,"48.6790228, 37.939907","48.6790228, 37.939907","48.6790228, 37.939907","48.6790228, 37.939907",0.0
385-й мотострілецький полк /// 385th  Motorized Rifle Regiment,"46.673229, 32.9043816","46.673229, 32.9043816","46.673229, 32.9043816",,,,,0.0
"380-й мотострілецький полк /// 380th Motor Rifle Regiment
","49.3788292, 37.9621507","49.3788292, 37.9621507","49.3788292, 37.9621507",,,,,0.0
3-й мотострілецький батальйон зі складу 114-ї ОМСБр /// 3rd Motorized Rifle Battalion from the 114th Infantry Brigade ,,,,"47.997272, 37.550343","47.997272, 37.550343","47.997272, 37.550343","47.997272, 37.550343",0.0
3-й мотострілецький батальйон зі складу 114-ї ОМСБр /// 3rd Motorized Rifle Battalion from the 114th Infantry Brigade,"47.997272, 37.550343","47.997272, 37.550343","47.997272, 37.550343",,,,,0.0
299-й парашутно-десантний полк (в/ч 62295) зі складу 98-ї ПДД /// 299th Airborne Regiment from the 98th Airborne Division ,,,,"48.6272543, 37.9192657","48.6272543, 37.9192657","48.6272543, 37.9192657","48.6272543, 37.9192657",0.0
"299-й парашутно-десантний полк (в/ч 62295) зі складу 98-ї ПДД /// 299th Airborne Regiment from the 98th Airborne Division
",,,"48.633608, 37.9271623",,,,,0.0
291-й гвардійський мотострілецький полк /// 291st Guards Motorized Rifle Regiment ,,,,"47.2414172, 35.7427597","47.2414172, 35.7427597","47.2414172, 35.7427597","47.2414172, 35.7427597",0.0
291-й гвардійський мотострілецький полк /// 291st Guards Motorized Rifle Regiment,"47.2414172, 35.7427597","47.2414172, 35.7427597","47.2414172, 35.7427597",,,,,0.0
347-й мотострілецький полк /// 347th motorized rifle regiment ,,,,"49.6528864, 37.9153874","49.6528864, 37.9153874","49.6528864, 37.9153874","49.6528864, 37.9153874",0.0
347-й мотострілецький полк /// 347th motorized rifle regiment,"49.899065, 38.3002619","49.899065, 38.3002619","49.899065, 38.3002619",,,,,0.0
242-й гвардійський мотострілецький полк /// 242th Guards Motorized Rifle Regiment ,,,,"47.9191115, 37.4834245","47.9191115, 37.4834245","47.9191115, 37.4834245","47.9191115, 37.4834245",0.0
"242-й гвардійський мотострілецький полк /// 242th Guards Motorized Rifle Regiment
",,,"47.9191115, 37.4834245",,,,,0.0
24-й мотострілецький полк /// 24th Motor Rifle Regiment ,,,,"46.6162659, 32.6967961","46.6162659, 32.6967961","46.6162659, 32.6967961","46.6162659, 32.6967961",0.0
283-й мотострілецький полк (зі складу 144 мсд)///283rd motorizedrifle regiment (from the composition of 144 MRD) ,,,,"49.114065, 38.0940752","49.114065, 38.0940752","49.114065, 38.0940752","49.114065, 38.0940752",0.0
"шойгісти ""шторм-z"" /// shoigists ""storm-z""","49.7831024, 37.6938571","49.7831024, 37.6938571","49.7831024, 37.6938571",,,,,0.0
28-й мотострілецький полк ///28-th motorized rifle regiment ,,,,"46.7086373, 33.1036954","46.7086373, 33.1036954","46.7086373, 33.1036954","46.7086373, 33.1036954",0.0
"28-й мотострілецький полк ///28-th motorized rifle regiment
",,,"46.7086373, 33.1036954",,,,,0.0
34-а окрема мотострілецька бригада /// 34th Separate Motorized Rifle Brigade,"47.7442529, 36.7053218","47.7442529, 36.7053218","47.7442529, 36.7053218",,,,,0.0
337-й десантно-штурмовий полк /// 337th Airborne Assault Regiment  ,,,,"46.6743875, 33.08728","46.6743875, 33.08728","46.6743875, 33.08728","46.6743875, 33.08728",0.0
336-та окрема бригада морської піхоти /// 336th Separate Brigade of Marines ,,,,"47.6606408, 36.5701302","47.6606408, 36.5701302","47.6606408, 36.5701302","47.6606408, 36.5701302",0.0
336-та окрема бригада морської піхоти /// 336th Separate Brigade of Marines,"47.6606408, 36.5701302","47.6606408, 36.5701302","47.6606408, 36.5701302",,,,,0.0
331-й парашутно-десантний полк (в/ч 71211) зі складу 98-ї ПДД /// 331st Airborne Regiment from the 98th Airborne Division ,,,,"48.5826797, 37.9032169","48.5826797, 37.9032169","48.5826797, 37.9032169","48.5826797, 37.9032169",0.0
27-ма окрема мотострілецька бр��гада (в/ч 61899) /// 27th Separate Guards Motor Rifle Brigade ,,,,,"49.508538, 37.989845",,,0.0
27-ма окрема мотострілецька бригада (в/ч 61899) /// 27th Separate Guards Motor Rifle Brigade ,,,,"49.508538, 37.989845",,"49.508538, 37.989845","49.508538, 37.989845",0.0
27-ма окрема мотострілецька бригада (в/ч 61899) /// 27th Separate Guards Motor Rifle Brigade,"49.508538, 37.989845","49.508538, 37.989845","49.508538, 37.989845",,,,,0.0
27 мотострілецька дивізія (колишня 21 омсбр) /// 27th Motor Rifle Division (formerly the 21th Brigade) ,,,,"48.1950055, 37.6573903","48.1950055, 37.6573903","48.1950055, 37.6573903","48.1950055, 37.6573903",0.0
234-й десантно-штурмовий полк зі складу 76-ї дивізії /// 234th Airborne Assault Regiment from the 76th Division,"47.4584389, 35.7565904","47.4584389, 35.7565904","47.4584389, 35.7565904",,,,,0.0
11-й окремий мотострілецький полк /// 11th separate motorized rifle regiment,"47.7243385, 36.8220399","47.7243385, 36.8220399","47.7243385, 36.8220399",,,,,0.0
227-ма артилерійська бригада /// 227th Artillery Brigade ,,,,"46.644692, 33.464353","46.644692, 33.464353","46.644692, 33.464353","46.644692, 33.464353",0.0
227-ма артилерійська бригада /// 227th Artillery Brigade,"46.644692, 33.464353","46.644692, 33.464353","46.644692, 33.464353",,,,,0.0
22-га окрема бригада спеціального призначення /// 22nd separate special purpose brigade ,,,,"47.5043222, 36.0138139","47.5043222, 36.0138139","47.5043222, 36.0138139","47.5043222, 36.0138139",0.0
1219-й мотострілецький полк територіальних військ /// 1219th motorized rifle regiment of territorial troops,,,"47.8514358, 37.5742895",,,,,0.0
255-й гвардійський мотострілецький полк /// 255th Guards Motorized Rifle Regiment ,,,,"47.9332599, 37.4667068","47.9332599, 37.4667068","47.9332599, 37.4667068","47.9332599, 37.4667068",0.0
30-й інженерно-саперний полк ///30th Engineer Regiment ,,,,"49.7575245, 37.915206","49.7575245, 37.915206","49.7575245, 37.915206","49.7575245, 37.915206",0.0
3-тя мотострілецька дивізія (в/ч 54046) /// 3rd Motor Rifle Division ,,,,"49.2186751, 38.1361997","49.2186751, 38.1361997","49.2186751, 38.1361997","49.2186751, 38.1361997",0.0
3-й мотострілецький батальйон зі складу 123-ї омсбр /// The 3rd motorized rifle battalion from the 123rd SMRB ,,,,"48.733171, 38.213888","48.733171, 38.213888","48.733171, 38.213888","48.733171, 38.213888",0.0
