Militaire eenheid,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-02,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01,2024-04-02,2024-05-02,2024-06-01,2024-07-01,2024-08-01,2024-09-01,Totale beweging (km),Aantal bewegingen
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.705179, 37.9922329","47.7043447, 36.6784228","48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228",898.0672137189174,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329",898.0672137189174,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228","47.7043447, 36.6784228","48.705179, 37.9922329",898.0672137189174,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","47.7043447, 36.6784228","48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228","47.7043447, 36.6784228",898.0672137189174,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329","48.705179, 37.9922329",898.0672137189174,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469","47.7043447, 36.6784228","48.705179, 37.9922329",898.0672137189174,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469","47.7043447, 36.6784228","47.7043447, 36.6784228","48.705179, 37.9922329",898.0672137189174,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","48.705179, 37.9922329","47.7043447, 36.6784228","48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913",893.7518427017458,6
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329","47.7043447, 36.6784228","48.705179, 37.9922329","47.7043447, 36.6784228",893.7518427017455,6
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228","47.7043447, 36.6784228","48.0464243, 37.7984469","47.7043447, 36.6784228",886.8164452381959,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","48.0464243, 37.7984469","48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329",886.8164452381959,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","47.7043447, 36.6784228","48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329",886.8164452381959,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329",886.8164452381959,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469","47.7043447, 36.6784228","47.7043447, 36.6784228",886.8164452381959,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469","47.7043447, 36.6784228",886.8164452381959,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469","47.7043447, 36.6784228",886.8164452381959,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329",886.8164452381959,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469","48.0464243, 37.7984469","47.7043447, 36.6784228",886.8164452381959,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","48.0464243, 37.7984469","47.7043447, 36.6784228","47.7043447, 36.6784228","46.7220121, 33.2306913","48.705179, 37.9922329",886.8164452381959,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","47.7043447, 36.6784228","48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329",886.6933996465,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469","47.7043447, 36.6784228",886.6933996465,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329","48.705179, 37.9922329",886.6933996465,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469","47.7043447, 36.6784228",886.6933996465,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","47.7043447, 36.6784228","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329",886.6933996465,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","47.7043447, 36.6784228",886.6933996465,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469","47.7043447, 36.6784228",886.6933996465,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469","47.7043447, 36.6784228","47.7043447, 36.6784228",886.6933996465,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329",886.6933996465,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","47.7043447, 36.6784228","47.7043447, 36.6784228",886.6933996465,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469","47.7043447, 36.6784228","47.7043447, 36.6784228",886.6933996465,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469","48.0464243, 37.7984469","47.7043447, 36.6784228",886.6933996465,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469","47.7043447, 36.6784228",886.6933996465,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329",886.6933996465,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","46.7220121, 33.2306913","48.0464243, 37.7984469","47.7043447, 36.6784228","47.7043447, 36.6784228","47.7043447, 36.6784228",886.6933996465,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","47.7043447, 36.6784228","47.7043447, 36.6784228","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329",886.6933996465,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329",886.6933996465,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","47.7043447, 36.6784228","48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329",886.6933996465,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329",886.6933996465,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","48.0464243, 37.7984469","48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913","48.705179, 37.9922329",886.6933996465,4
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","48.705179, 37.9922329","47.7043447, 36.6784228","48.705179, 37.9922329","48.0464243, 37.7984469","47.7043447, 36.6784228",882.5010742210242,6
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","48.705179, 37.9922329","48.0464243, 37.7984469","47.7043447, 36.6784228","48.705179, 37.9922329","46.7220121, 33.2306913",882.501074221024,6
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","48.705179, 37.9922329","47.7043447, 36.6784228","48.0464243, 37.7984469","48.705179, 37.9922329","47.7043447, 36.6784228",882.501074221024,6
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","47.7043447, 36.6784228","48.705179, 37.9922329","47.7043447, 36.6784228",882.501074221024,6
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","48.705179, 37.9922329","47.7043447, 36.6784228","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913",882.501074221024,6
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","48.0464243, 37.7984469","48.705179, 37.9922329","47.7043447, 36.6784228","48.705179, 37.9922329","46.7220121, 33.2306913",882.501074221024,6
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.0464243, 37.7984469","48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228",881.9382736747853,6
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329","48.0464243, 37.7984469","48.705179, 37.9922329",881.9382736747851,6
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329","48.0464243, 37.7984469","47.7043447, 36.6784228",880.8242987729512,6
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469","48.705179, 37.9922329",880.8242987729512,6
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469","48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913",880.8242987729511,6
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","48.0464243, 37.7984469","48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913","47.7043447, 36.6784228",880.8242987729511,6
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469","48.705179, 37.9922329","47.7043447, 36.6784228",880.8242987729511,6
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329","48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913",880.8242987729511,6
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","48.705179, 37.9922329","48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913","47.7043447, 36.6784228",880.8242987729511,6
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469",880.8242987729511,6
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329",880.8242987729511,6
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329","48.0464243, 37.7984469",880.824298772951,6
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329","47.7043447, 36.6784228",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228","47.7043447, 36.6784228",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329","47.7043447, 36.6784228",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329","48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329","47.7043447, 36.6784228","47.7043447, 36.6784228","46.7220121, 33.2306913",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329","48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","48.705179, 37.9922329","47.7043447, 36.6784228","47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469","48.705179, 37.9922329",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228","47.7043447, 36.6784228","48.705179, 37.9922329",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329","48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329","47.7043447, 36.6784228","47.7043447, 36.6784228",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329","48.705179, 37.9922329",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913","46.7220121, 33.2306913",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","47.7043447, 36.6784228","48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","47.7043447, 36.6784228","48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469","48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329","48.705179, 37.9922329",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","48.705179, 37.9922329","48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","48.705179, 37.9922329","48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913","47.7043447, 36.6784228",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","48.705179, 37.9922329","48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","48.0464243, 37.7984469","48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","47.7043447, 36.6784228","47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.705179, 37.9922329","48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469","48.705179, 37.9922329","47.7043447, 36.6784228",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","48.705179, 37.9922329","48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","48.0464243, 37.7984469","48.705179, 37.9922329","48.705179, 37.9922329","47.7043447, 36.6784228",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469",880.7012531812552,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329","48.0464243, 37.7984469",880.7012531812551,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329","48.0464243, 37.7984469","48.0464243, 37.7984469",880.7012531812551,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228","47.7043447, 36.6784228","48.705179, 37.9922329","48.0464243, 37.7984469",880.7012531812551,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329","48.705179, 37.9922329","48.0464243, 37.7984469",880.7012531812551,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329","48.0464243, 37.7984469",880.7012531812551,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","48.705179, 37.9922329","47.7043447, 36.6784228","48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913",875.2719072622494,6
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329","47.7043447, 36.6784228","48.705179, 37.9922329","47.7043447, 36.6784228",875.2719072622492,6
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913","47.7043447, 36.6784228",869.4504847005337,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228","47.7043447, 36.6784228","48.0464243, 37.7984469",869.4504847005337,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","47.7043447, 36.6784228","47.7043447, 36.6784228","46.7220121, 33.2306913",869.4504847005337,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469","48.0464243, 37.7984469",869.4504847005337,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228","47.7043447, 36.6784228",869.4504847005337,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329","48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913",869.4504847005337,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"47.7043447, 36.6784228","48.0464243, 37.7984469","48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228",869.4504847005337,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913",869.4504847005337,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469",869.4504847005337,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913",869.4504847005337,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469",869.4504847005337,5
"shoigists ""storm-z""",,,,,,,,,,,,,,,,,,,,,,,,"48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469",869.4504847005337,5
