Militaire eenheid,2024-01-01,2024-02-01,2024-03-01,2024-04-02,2024-05-02,2024-06-01,2024-07-01,2024-08-01,2024-09-01,Totale beweging (km)
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","47.7043447, 36.6784228","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913",586.3935752934442
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329","48.0464243, 37.7984469","47.7043447, 36.6784228",586.3935752934442
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","47.7043447, 36.6784228","47.7043447, 36.6784228",586.3935752934442
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","48.0464243, 37.7984469","48.0464243, 37.7984469","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913",586.3935752934442
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329","48.0464243, 37.7984469","48.0464243, 37.7984469","47.7043447, 36.6784228",586.3935752934442
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","47.7043447, 36.6784228","48.0464243, 37.7984469","48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913",586.3935752934442
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","48.705179, 37.9922329","48.0464243, 37.7984469","48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913",580.4014288281994
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","48.0464243, 37.7984469","48.705179, 37.9922329","48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913",580.4014288281994
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","48.0464243, 37.7984469","48.0464243, 37.7984469","48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913",580.4014288281994
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329","48.705179, 37.9922329","48.0464243, 37.7984469","48.705179, 37.9922329",580.4014288281994
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329","48.0464243, 37.7984469","48.0464243, 37.7984469","48.705179, 37.9922329",580.4014288281994
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329","48.0464243, 37.7984469","48.705179, 37.9922329","48.705179, 37.9922329",580.4014288281994
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","48.0464243, 37.7984469","48.705179, 37.9922329","47.7043447, 36.6784228","47.7043447, 36.6784228","46.7220121, 33.2306913",580.4014288281994
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329","48.0464243, 37.7984469","48.705179, 37.9922329",580.4014288281994
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","47.7043447, 36.6784228","48.705179, 37.9922329","48.0464243, 37.7984469","48.705179, 37.9922329",580.4014288281994
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","48.0464243, 37.7984469","48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913","46.7220121, 33.2306913",580.4014288281994
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329","48.705179, 37.9922329","48.705179, 37.9922329","47.7043447, 36.6784228",579.1644083346694
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329","47.7043447, 36.6784228",579.1644083346694
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","48.705179, 37.9922329","47.7043447, 36.6784228","47.7043447, 36.6784228","46.7220121, 33.2306913","46.7220121, 33.2306913",579.1644083346694
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","47.7043447, 36.6784228","48.705179, 37.9922329","48.705179, 37.9922329","47.7043447, 36.6784228",579.1644083346694
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329","48.705179, 37.9922329","47.7043447, 36.6784228",579.1644083346694
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913",579.1644083346694
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329","47.7043447, 36.6784228","47.7043447, 36.6784228","47.7043447, 36.6784228",579.1644083346694
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","47.7043447, 36.6784228","47.7043447, 36.6784228","48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913",579.1644083346694
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","47.7043447, 36.6784228","48.705179, 37.9922329","48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913",579.1644083346694
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","47.7043447, 36.6784228","48.705179, 37.9922329","47.7043447, 36.6784228","47.7043447, 36.6784228",579.1644083346694
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329","47.7043447, 36.6784228","47.7043447, 36.6784228",579.1644083346694
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","48.705179, 37.9922329","48.705179, 37.9922329","47.7043447, 36.6784228","47.7043447, 36.6784228","46.7220121, 33.2306913",579.1644083346694
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","47.7043447, 36.6784228","47.7043447, 36.6784228","48.705179, 37.9922329","47.7043447, 36.6784228",579.1644083346694
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","48.705179, 37.9922329","48.705179, 37.9922329","48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913",579.1644083346694
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","48.705179, 37.9922329","48.705179, 37.9922329","47.7043447, 36.6784228","47.7043447, 36.6784228",579.1644083346694
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","47.7043447, 36.6784228","48.705179, 37.9922329","47.7043447, 36.6784228","47.7043447, 36.6784228","46.7220121, 33.2306913",579.1644083346694
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","47.7043447, 36.6784228","47.7043447, 36.6784228","48.705179, 37.9922329","47.7043447, 36.6784228",579.1644083346694
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","48.705179, 37.9922329","48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913","46.7220121, 33.2306913",579.1644083346694
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","47.7043447, 36.6784228","48.705179, 37.9922329","47.7043447, 36.6784228","46.7220121, 33.2306913","46.7220121, 33.2306913",579.1644083346694
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","48.705179, 37.9922329","47.7043447, 36.6784228","47.7043447, 36.6784228","47.7043447, 36.6784228","46.7220121, 33.2306913",579.1644083346694
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","48.705179, 37.9922329","47.7043447, 36.6784228","48.0464243, 37.7984469","47.7043447, 36.6784228","48.0464243, 37.7984469",572.1415354765469
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","47.7043447, 36.6784228","48.705179, 37.9922329","47.7043447, 36.6784228","48.0464243, 37.7984469","47.7043447, 36.6784228",572.1415354765469
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","47.7043447, 36.6784228","48.0464243, 37.7984469","47.7043447, 36.6784228","48.705179, 37.9922329","47.7043447, 36.6784228",572.1415354765468
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","48.0464243, 37.7984469","47.7043447, 36.6784228","48.705179, 37.9922329","47.7043447, 36.6784228","48.0464243, 37.7984469",572.1415354765468
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","48.0464243, 37.7984469","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913",569.0276147557819
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","48.705179, 37.9922329","48.705179, 37.9922329","48.705179, 37.9922329",569.0276147557819
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","48.0464243, 37.7984469","48.705179, 37.9922329","48.705179, 37.9922329",569.0276147557819
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","48.705179, 37.9922329","48.0464243, 37.7984469","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913",569.0276147557819
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","48.705179, 37.9922329","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913",569.0276147557819
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","48.0464243, 37.7984469","48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913",569.0276147557819
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","48.0464243, 37.7984469","48.0464243, 37.7984469","48.705179, 37.9922329",569.0276147557819
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","48.705179, 37.9922329","48.705179, 37.9922329",569.0276147557819
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329","48.0464243, 37.7984469","48.705179, 37.9922329","48.705179, 37.9922329",569.0276147557819
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329","48.705179, 37.9922329","48.0464243, 37.7984469","48.705179, 37.9922329",569.0276147557819
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","48.705179, 37.9922329","48.0464243, 37.7984469","48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913",569.0276147557819
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","48.0464243, 37.7984469","48.705179, 37.9922329",569.0276147557819
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329","48.0464243, 37.7984469","48.705179, 37.9922329",569.0276147557819
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329","48.0464243, 37.7984469","48.0464243, 37.7984469","48.705179, 37.9922329",569.0276147557819
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329","48.0464243, 37.7984469","48.705179, 37.9922329",569.0276147557819
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","48.0464243, 37.7984469","48.0464243, 37.7984469","48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913",569.0276147557819
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913",569.0276147557819
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","48.0464243, 37.7984469","48.0464243, 37.7984469","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913",569.0276147557819
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","48.0464243, 37.7984469","48.705179, 37.9922329","48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913",569.0276147557819
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","48.705179, 37.9922329","48.705179, 37.9922329","48.0464243, 37.7984469","48.705179, 37.9922329","46.7220121, 33.2306913",569.0276147557819
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","47.7043447, 36.6784228","48.705179, 37.9922329","48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913",567.7905942622518
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913",567.7905942622518
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","47.7043447, 36.6784228","48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913",567.7905942622518
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329","47.7043447, 36.6784228",567.7905942622518
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","47.7043447, 36.6784228","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913",567.7905942622518
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913",567.7905942622518
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329","47.7043447, 36.6784228","47.7043447, 36.6784228",567.7905942622518
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329","48.705179, 37.9922329","47.7043447, 36.6784228","47.7043447, 36.6784228",567.7905942622518
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329","48.705179, 37.9922329","48.705179, 37.9922329","47.7043447, 36.6784228",567.7905942622518
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","48.705179, 37.9922329","48.705179, 37.9922329","48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913",567.7905942622518
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","48.705179, 37.9922329","47.7043447, 36.6784228","47.7043447, 36.6784228","47.7043447, 36.6784228","47.7043447, 36.6784228",567.7905942622518
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329","47.7043447, 36.6784228",567.7905942622518
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","47.7043447, 36.6784228","47.7043447, 36.6784228","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913",567.7905942622518
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329","48.705179, 37.9922329","47.7043447, 36.6784228",567.7905942622518
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","48.705179, 37.9922329","48.705179, 37.9922329","47.7043447, 36.6784228","47.7043447, 36.6784228","47.7043447, 36.6784228",567.7905942622518
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329","47.7043447, 36.6784228","47.7043447, 36.6784228","47.7043447, 36.6784228",567.7905942622518
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913","48.705179, 37.9922329","47.7043447, 36.6784228","47.7043447, 36.6784228",567.7905942622518
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","47.7043447, 36.6784228","47.7043447, 36.6784228","48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913",567.7905942622518
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","47.7043447, 36.6784228","47.7043447, 36.6784228","47.7043447, 36.6784228","48.705179, 37.9922329","46.7220121, 33.2306913",567.7905942622518
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","48.705179, 37.9922329","48.705179, 37.9922329","48.705179, 37.9922329","46.7220121, 33.2306913","46.7220121, 33.2306913",567.7905942622518
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913","47.7043447, 36.6784228","46.7220121, 33.2306913",566.1138188141789
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913","47.7043447, 36.6784228","47.7043447, 36.6784228","46.7220121, 33.2306913",566.1138188141789
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","46.7220121, 33.2306913","47.7043447, 36.6784228","47.7043447, 36.6784228","47.7043447, 36.6784228",566.1138188141789
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","47.7043447, 36.6784228","46.7220121, 33.2306913","47.7043447, 36.6784228","47.7043447, 36.6784228","47.7043447, 36.6784228",566.1138188141789
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","47.7043447, 36.6784228","46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913","47.7043447, 36.6784228",566.1138188141789
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913","47.7043447, 36.6784228",566.1138188141789
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913","47.7043447, 36.6784228","46.7220121, 33.2306913","46.7220121, 33.2306913",566.1138188141789
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","47.7043447, 36.6784228","46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913",566.1138188141789
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913","47.7043447, 36.6784228","47.7043447, 36.6784228",566.1138188141789
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","47.7043447, 36.6784228","47.7043447, 36.6784228","47.7043447, 36.6784228","46.7220121, 33.2306913",566.1138188141789
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","47.7043447, 36.6784228","47.7043447, 36.6784228","47.7043447, 36.6784228","46.7220121, 33.2306913",566.1138188141789
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","46.7220121, 33.2306913","47.7043447, 36.6784228","47.7043447, 36.6784228","47.7043447, 36.6784228","47.7043447, 36.6784228",566.1138188141789
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","47.7043447, 36.6784228","46.7220121, 33.2306913","46.7220121, 33.2306913","47.7043447, 36.6784228","47.7043447, 36.6784228",566.1138188141789
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","47.7043447, 36.6784228","47.7043447, 36.6784228","46.7220121, 33.2306913","46.7220121, 33.2306913",566.1138188141789
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","47.7043447, 36.6784228","47.7043447, 36.6784228","46.7220121, 33.2306913","46.7220121, 33.2306913",566.1138188141789
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","47.7043447, 36.6784228","47.7043447, 36.6784228","46.7220121, 33.2306913","47.7043447, 36.6784228","47.7043447, 36.6784228",566.1138188141789
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","47.7043447, 36.6784228","47.7043447, 36.6784228","47.7043447, 36.6784228","46.7220121, 33.2306913","47.7043447, 36.6784228",566.1138188141789
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913",566.1138188141789
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","47.7043447, 36.6784228","46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913",566.1138188141789
"shoigists ""storm-z""",,,,"47.7043447, 36.6784228","47.7043447, 36.6784228","47.7043447, 36.6784228","46.7220121, 33.2306913","46.7220121, 33.2306913","47.7043447, 36.6784228",566.1138188141789
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469","47.7043447, 36.6784228","48.0464243, 37.7984469","48.0464243, 37.7984469",559.0909459560563
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469","47.7043447, 36.6784228","48.0464243, 37.7984469",559.0909459560563
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","47.7043447, 36.6784228","48.0464243, 37.7984469","47.7043447, 36.6784228","48.0464243, 37.7984469",559.0909459560563
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469","47.7043447, 36.6784228","47.7043447, 36.6784228","48.0464243, 37.7984469",559.0909459560563
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","47.7043447, 36.6784228","48.0464243, 37.7984469","48.0464243, 37.7984469","47.7043447, 36.6784228","48.0464243, 37.7984469",559.0909459560563
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","47.7043447, 36.6784228","48.0464243, 37.7984469","48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913",559.0909459560562
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","47.7043447, 36.6784228","47.7043447, 36.6784228","48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913",559.0909459560562
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","48.0464243, 37.7984469","47.7043447, 36.6784228","48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913",559.0909459560562
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","47.7043447, 36.6784228","48.0464243, 37.7984469","47.7043447, 36.6784228","46.7220121, 33.2306913","46.7220121, 33.2306913",559.0909459560562
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","47.7043447, 36.6784228","48.0464243, 37.7984469","47.7043447, 36.6784228","47.7043447, 36.6784228","46.7220121, 33.2306913",559.0909459560562
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469","48.0464243, 37.7984469","47.7043447, 36.6784228","48.0464243, 37.7984469",558.9679003643604
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","47.7043447, 36.6784228","47.7043447, 36.6784228","47.7043447, 36.6784228","48.0464243, 37.7984469",558.9679003643604
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","47.7043447, 36.6784228","47.7043447, 36.6784228","48.0464243, 37.7984469","48.0464243, 37.7984469",558.9679003643604
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469","47.7043447, 36.6784228","47.7043447, 36.6784228","48.0464243, 37.7984469",558.9679003643604
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469","47.7043447, 36.6784228","47.7043447, 36.6784228","48.0464243, 37.7984469",558.9679003643604
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469","47.7043447, 36.6784228","48.0464243, 37.7984469",558.9679003643604
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469","47.7043447, 36.6784228","48.0464243, 37.7984469","48.0464243, 37.7984469",558.9679003643604
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","47.7043447, 36.6784228","48.0464243, 37.7984469","48.0464243, 37.7984469","48.0464243, 37.7984469",558.9679003643604
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913","48.0464243, 37.7984469","47.7043447, 36.6784228","48.0464243, 37.7984469",558.9679003643604
"shoigists ""storm-z""",,,,"46.7220121, 33.2306913","48.0464243, 37.7984469","48.0464243, 37.7984469","47.7043447, 36.6784228","48.0464243, 37.7984469","48.0464243, 37.7984469",558.9679003643604
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","47.7043447, 36.6784228","48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913","46.7220121, 33.2306913",558.9679003643603
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","47.7043447, 36.6784228","48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913",558.9679003643603
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","47.7043447, 36.6784228","47.7043447, 36.6784228","48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913",558.9679003643603
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","48.0464243, 37.7984469","47.7043447, 36.6784228","47.7043447, 36.6784228","48.0464243, 37.7984469","46.7220121, 33.2306913",558.9679003643603
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","47.7043447, 36.6784228","47.7043447, 36.6784228","47.7043447, 36.6784228","48.0464243, 37.7984469","46.7220121, 33.2306913",558.9679003643603
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","48.0464243, 37.7984469","47.7043447, 36.6784228","48.0464243, 37.7984469","46.7220121, 33.2306913","46.7220121, 33.2306913",558.9679003643603
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","48.0464243, 37.7984469","47.7043447, 36.6784228","48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913",558.9679003643603
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","48.0464243, 37.7984469","48.0464243, 37.7984469","47.7043447, 36.6784228","48.0464243, 37.7984469","46.7220121, 33.2306913",558.9679003643603
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","47.7043447, 36.6784228","47.7043447, 36.6784228","48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913",558.9679003643603
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","47.7043447, 36.6784228","48.0464243, 37.7984469","48.0464243, 37.7984469","48.0464243, 37.7984469","46.7220121, 33.2306913",558.9679003643603
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","47.7043447, 36.6784228","48.0464243, 37.7984469","47.7043447, 36.6784228","48.705179, 37.9922329","48.0464243, 37.7984469",554.7755749388846
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","48.705179, 37.9922329","47.7043447, 36.6784228","48.0464243, 37.7984469","47.7043447, 36.6784228","48.705179, 37.9922329",554.7755749388846
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","47.7043447, 36.6784228","48.705179, 37.9922329","47.7043447, 36.6784228","48.0464243, 37.7984469","48.705179, 37.9922329",554.7755749388846
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","47.7043447, 36.6784228","48.705179, 37.9922329","48.0464243, 37.7984469","47.7043447, 36.6784228","48.0464243, 37.7984469",554.7755749388846
"shoigists ""storm-z""",,,,"48.0464243, 37.7984469","47.7043447, 36.6784228","48.705179, 37.9922329","48.0464243, 37.7984469","47.7043447, 36.6784228","48.705179, 37.9922329",554.7755749388846
"shoigists ""storm-z""",,,,"48.705179, 37.9922329","47.7043447, 36.6784228","48.0464243, 37.7984469","48.705179, 37.9922329","47.7043447, 36.6784228","48.0464243, 37.7984469",554.7755749388846
